Username,Date,Tweet Text,Hashtags,Mentions
hamid16,"Jan 16, 2024",جنبش علیه متلک جنسی: پیش از ظهر حدود ساعت ۱۰ در اتوبوس شهر اصفهان تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید پایان داده بشه به این آزارها.,,
EURUSS_HOlMES,"Dec 28, 2025",به این دلیل که چیزی به نام تجاوز زناشویی در ایران ثبت نشده و عملاً رضایت خانم در رابطه جنسی در ازدواج که یک رابطه رسمیه،اصلا لحاظ نشده. و بنا رو بر این گذاشتن که زن وظیفه داره همیشه از نظر جنسی در تهران،انجام وظیفه کنه(تمکین خاص) پس اصلا مهم نیست که تو نمی‌خوای باهاش سکس کنی مجبوری,,
Tavaana,"Jun 08, 2022",سرکوب زنان به هر بهانه‌ای از جمله حجاب، نقض آشکار حقوق انسانی و آزادی‌های اساسی است و نشان‌دهنده تلاش برای تحمیل ایدئولوژی‌هایی است که از مسیر زور و اجبار می‌گذرد. زنان، حق انتخاب سبک زندگی و پوشش خود را دارند، و این حق باید به رسمیت شناخته شود و محترم شمرده شود در خیابان. تحمیل قوانین https://t.co/wrsyKAbigA,,
PadDolat,"Apr 30, 2025",زهرا #بهروز_آذر، معاون رئیس‌جمهور در امورزنان وخانواده: پیشنهادی توسط مجلس روی لایحه امنیت زنان آورده شد وبه عنوان مسئول پیگیری دیدیم که به لحاظ هویتی کاملا ماهوی تغییر کرده و اصلاسازگار نیست و آن پیشگیری راکه باید داشته باشد اصلا ندارد.درنتیجه تصمیم گرفته شد که لایحه استردادشود. https://t.co/Q58rhvK6Xz,بهروز_آذر,
zahra.nazi,"Jul 13, 2021",منابع امنیتی: شب حدود ساعت ۲۱ در تاکسی آژانس اهواز زنی مورد تماس فیزیکی ناخواسته قرار گرفته. متهم دستگیر شده. شب وقت بیشترین گزارش‌های آزار جنسی هست. https://t.co/5f1e4fc,"آزار_جنسی,زن_زندگی_آزادی,تاکسی_ناامن",
parvin_farsi,"Jun 14, 2018",آمار نشان می‌دهد تهدید جنسی عصر حدود ساعت ۱۷ در راهروی هتل شهر زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. با شروع تاریکی امنیت کمتر میشه. مکان نیمه‌عمومی ناامن است.,,
ahmad4153,"Aug 01, 2025",واقعاً خسته شدم. ساعت ۱۰ پیش از ظهر در پارک اصفهان دوبار نزدیک شدن ناخواسته شدم. روزها هم آزار جنسی خیلی زیاده. مکان‌های عمومی شهر ناامن هستند.,,
Yeager____Eren,"Sep 07, 2023",چند سال پیش یکی تو خیابون از پشت بهم دست زد من هم زدم تو گوشش. میزان حمایت مردم به خصوص مردا از یه متعرض شگفت زده‌م کرد همه گفتن تو اشتباه کردی، نه دست نزد، حتما اتفاقی بوده، منظوری نداشت و… یعنی یک متجاوز در ایران خیلی بیشتر ازیک زن امنیت داره. شب,,
free548,"May 21, 2021",بیدار بشیم! ظهر حدود ساعت ۱۲ پله‌برقی بندرعباس دختر جوانی دنبال کردن شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی ایمن نیست.,,
hamid719,"Oct 05, 2026",وقتی پیش از ظهر حدود ساعت ۱۰ مدرسه دخترانه برلین دنبال کردن اتفاق می‌افته و کسی واکنش نشون نمیده، حتی روشنای روز هم جلوی آزار رو نمی‌گیره. همه مسئولیم محیط کاری رو امن‌تر کنیم.,,human482
mehdi.human,"Oct 19, 2026",روایتی از خیره شدن جنسی در سئول: صبح مدرسه سئول دانشجوی مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,,women363
justice784,"May 11, 2026",شکایت زن از مرد ناشناس به اتهام سوت زدن و متلک در اتوبوس شیراز ثبت شد. ماجرا بعدازظهر رخ داده. فضای عمومی باید برای همه امن باشه.,,
voice759,"Jun 15, 2019",وقتی پیش از ظهر حدود ساعت ۱۰ در سوپرمارکت تبریز متلک جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، حتی روشنای روز هم جلوی آزار رو نمی‌گیره. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,,
hossein3903,"Nov 23, 2026",روایتی از عکسبرداری ناخواسته در برلین: ساعت ۱۵ بعدازظهر رستوران برلین زنی مورد آزار قرار گرفت. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. متهم هنوز دستگیر نشده. https://t.co/f30de2,زن_زندگی_آزادی,
Sepp825,"Feb 01, 2022",@Namojoon7 جدا از همه نکات منفی داستان حدود ساعت ۲۳، نکته مثبتش اعتمادی بوده که بین مردم و اهالی اون منطقه وحود داشته یه دختر بچه غریبه رو نگهداری کردن و مثل فرزند خودشون باهاش رفتار کردن بدون اینکه بهش اسیب و آزار جنسی برسونن یا بخوان از سر بازش کنن و بهش رسیدگی نکنن,,Namojoon7
reza3393,"May 22, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: عصر حدود ساعت ۱۷ در پله‌برقی مرکز خرید تهران دختری آزار در برابر جنسی شده. با شروع تاریکی امنیت کمتر میشه. https://t.co/f3d7f0,,nazi5124
IranAcademia,"Apr 11, 2023",آزار جنسی در دانشگاه و جنبش «زن، زندگی، آزادی» کنفرانس بین‌المللی ایران‌پژوهی معاصر (ICCI) https://t.co/qRtQ0JU9Yb #سخنرانی #کنفرانس_۲۰۲۴ #ContemporaryIran #ICC #ICCI_2024 #Institute_for_Social_Sciences_and_Humanities #ISSH #آلمان #ارائه_کنفرانس #ایران #ایران_پژوهی #ایران_مدرن... https://t.co/pBNqhK5GfH,"سخنرانی,کنفرانس_۲۰۲۴,ContemporaryIran,ICC,ICCI_2024,Institute_for_Social_Sciences_and_Humanities,ISSH,آلمان,ارائه_کنفرانس,ایران,ایران_پژوهی,ایران_مدرن",
sara9485,"Sep 23, 2026",کسی دیگه هم صبح در پارک شهر اهواز خیره شدن جنسی رو تجربه کرده؟ پسرها فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید جدی‌تر گرفته بشه.,آزار_جنسی,
life720,"Jun 01, 2023",ادعانامه علیه مرد که صبح خیابان وین مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی زن جوان بوده. فضای عمومی باید برای همه امن باشه.,,
mehdi389,"May 10, 2025",گزارش: ظهر در مسجد شهر ساری حادثه آزار جنسی فیزیکی رخ داد. قربانی زن جوان و متهم نگهبان بوده. مکان‌های عمومی شهر ناامن هستند. در ساعات روز هم این اتفاق‌ها میفته.,ساری,
narges.report,"May 09, 2017",آمار متلک جنسی در اهواز نگران‌کننده است. آخرین مورد ساعت ۱۷ عصر رستوران اهواز رخ داده. با شروع تاریکی امنیت کمتر میشه. https://t.co/5baf7b6,,
farsi_news,"Apr 01, 2021",واقعاً خسته شدم. نیمه‌شب در کلانتری قزوین دوبار سوت زدن و متلک شدم. در تاریکی شب آزارگران جرأت بیشتری دارن. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,
Armandodvegas,"Dec 30, 2023",چی شد؟ اگه جای جنسیت‌ها عوض شده بود در قم، الان داشتین پسره رو پاره می‌کردین به جرم آزار جنسی.,,
itsme2532155261,"Dec 27, 2023",خب این جواب کامنت بعضی از دوستان رو میده که خشونت علیه زنان در هر قشر و به شکلهای مختلفی وجود داره و یک مرد تحصیلکرده هم مرتکب خشونت علیه زن و زن تحصیلکرده هم قربانی خشونت میشه منحصر به زن و مرد فقیر و روستایی نیست و بعضی وقتا فقط استقلال مادی داشتن یک زن، بتنهایی کمکش نمیکنه,,
girl9206,"Jan 05, 2023",دیروز عصر هتل لندن مورد ربودن با هدف جنسی قرار گرفتم. یک مرد ناشناس بدون هیچ ترس با شروع تاریکی امنیت کمتر میشه. تا کی باید تحمل کنیم؟,,
human8130,"Jul 17, 2018",کسی دیگه هم ساعت ۱۵ بعدازظهر آسانسور تهران آزار جنسی فیزیکی رو تجربه کرده؟ زن جوانها روزها هم آزار جنسی خیلی زیاده. مکان نیمه‌عمومی باید جدی‌تر گرفته بشه.,آزار_بس,
girl6074,"Feb 21, 2024",جنبش علیه آزار جنسی کلامی: شب حدود ساعت ۲۱ در پارک دانشجو مشهد تجمعی برگزار شد. در تاریکی شب آزارگران جرأت بیشتری دارن. فضای عمومی باید پایان داده بشه به این آزارها.,امنیت_زنان,narges639
RadioZamaneh,"Jan 14, 2022",ادامه زن کشی ها در ایران؛ یک زن جوان به دست پسر و همسر سابقش کشته شد طی روزهای اخیر چند زن در شهرهای مختلف به دست اعضای خانواده خود کشته شده اند؛ قتل هایی که غالباً با عناوینی چون «اختلافات» یا «مشکلات خانوادگی» توصیف می شوند. حدود ساعت ۱۹ در راهروی هتل,,
fatemeh203,"Dec 05, 2024",واقعاً خسته شدم. ساعت ۸ صبح در کلانتری اهواز دوبار آزار در برابر جنسی شدم. روزها هم آزار جنسی خیلی زیاده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,اهواز,
reza4700,"Apr 05, 2016",دیروز بعدازظهر اتوبوس شیراز مورد متلک جنسی قرار گرفتم. یک مسافر مرد بدون هیچ ترس فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی باید تحمل کنیم؟ https://t.co/2f84eee,آزار_کلامی,farsi6315
ali6284,"Sep 01, 2021",واقعاً خسته شدم. صبح حدود ساعت ۸ پارک زنجان دوبار سوت زدن و متلک شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در اماکن عمومی هیچ نظارتی نیست.,پارک_ناامن,mohsen9708
amir9362,"Feb 07, 2020",آمار نشان می‌دهد تماس فیزیکی ناخواسته پیش از ظهر در شرکت خمینی‌شهر بیشتر رخ می‌دهد. قربانیان عمدتاً دختر جوان هستند. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط کاری ناامن است.,حقوق_زنان,"watch8044,nazi4626"
