Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
farhi5825,"Jun 14, 2025",منابع امنیتی: بعدازظهر حدود ساعت ۱۵ دانشگاه فردوسی اصفهان زنی مورد آزار در برابر جنسی قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,,2025-06-14,2025,6,14,0,5,Saturday,Summer,2025-06,Iran,15.0,Afternoon,['Isfahan'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
hasan862,"Aug 01, 2026",وقتی نیمه‌شب در تاکسی شهر قم متلک جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، ساعات شب خطر آزار جنسی بالاتره. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,آزار_بس,,2026-08-01,2026,8,1,0,5,Saturday,Summer,2026-08,Iran,,Night,['Qom'],['Taxi'],Transport,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
women912,"Sep 11, 2017",آمار آزار جنسی کلامی در گرگان نگران‌کننده است. آخرین مورد ساعت ۱۲ ظهر در حسینیه شهر گرگان رخ داده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,"mina9883,voice9628",2017-09-11,2017,9,11,0,0,Monday,Fall,2017-09,Iran,12.0,Afternoon,['Gorgan'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
student7371,"Jul 23, 2023",شاهد حادثه نزدیک شدن ناخواسته در دانشگاه تهران شهر شیراز بودم. پیش از ظهر دختری کمک می‌خواست ولی... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری باید تغییر کنه.,,,2023-07-23,2023,7,23,0,6,Sunday,Summer,2023-07,Iran,,Afternoon,"['Tehran', 'Shiraz']",['University'],Organizational,"['Physical Harassment', 'Institutional Harassment']",['Hope'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
obs_student,"Jan 26, 2022",بر اساس گزارش‌ها، عکسبرداری ناخواسته در تهران ساعت ۱۵ بعدازظهر در آسانسور مجتمع تهران رو به افزایش است. روزها هم آزار جنسی خیلی زیاده. مکان‌های نیمه‌عمومی هم ناامن هستند.,,zahra4354,2022-01-26,2022,1,26,0,2,Wednesday,Winter,2022-01,Iran,15.0,Afternoon,['Tehran'],['Mall'],Public,['Unclassified'],['Fear'],False,News/Report,,Unknown,0.0,,0.0,0.0
hamid820,"Dec 15, 2023",جنبش علیه آزار در برابر جنسی: بعدازظهر در کافی‌شاپ شهر تبریز تجمعی برگزار شد. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید پایان داده بشه به این آزارها.,,,2023-12-15,2023,12,15,0,4,Friday,Winter,2023-12,Iran,,Afternoon,['Tabriz'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
right720,"Mar 10, 2026",#آزار_بس! بعدازظهر حدود ساعت ۱۵ در بی‌آرتی شهر شیراز زن شاغلی آزار جنسی کلامی شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید امن‌تر بشه. https://t.co/3036ba7,زن_زندگی_آزادی,,2026-03-10,2026,3,10,0,1,Tuesday,Spring,2026-03,Iran,15.0,Afternoon,['Shiraz'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
ahmad2313,"Feb 12, 2019",هر روز ترس بیشتر. ساعت ۱۰ پیش از ظهر در مترو کرمانشاه آزار جنسی فیزیکی شدم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. در اماکن عمومی هیچ نظارتی نیست.,آزار_جنسی,,2019-02-12,2019,2,12,0,1,Tuesday,Winter,2019-02,Iran,10.0,Afternoon,"['Kermanshah', 'Kerman']",['Metro/Bus'],Transport,['Unclassified'],['Fear'],False,First-person (Victim),['Security/CCTV'],Unknown,0.0,,0.0,0.0
humankind1402,"Mar 27, 2022",اکثر زن‌هایی که می‌شناسم من جمله خودم حداقل یک بار از طرف مردان نزدیک به خودشون تهدید به مرگ یا اقلا ضرب و شتم شدن اون وقت نر و سنتی ایرانی معتقده مردا روشون فشار زیاده گوساله از اولش مردا همین گوه بودن فقط خبررسانی نمی‌شده در تهران,,,2022-03-27,2022,3,27,0,6,Sunday,Spring,2022-03,Iran,,,['Tehran'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Male,0.9,Justification,0.3,0.3
saeed1650,"Jan 02, 2019",فضای عمومی برای زنان ناامنه. همین ساعت ۱۷ عصر در تاکسی آژانس شهر ارومیه زنی تهدید جنسی شد. غروب وقت گذار بین امنیت روز و ناامنی شب.,,,2019-01-02,2019,1,2,0,2,Wednesday,Winter,2019-01,Iran,17.0,Evening,['Urmia'],['Taxi'],Transport,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
iliaa114,"May 01, 2018","در ا.ر.و.پ.ا از هر سه زن اروپایی، یک نفر تجربه آزار جنسی دارد. به این معنا که در «به‌ظاهر امن‌ترین» فرهنگ جهان، بدن زن در نگاه بسیاری از مردان غربی یک ""حق"" مصرفی تلقی می‌شود حدود ساعت ۱۹ در باشگاه. سؤال: چگونه ممکن است جامعه‌ای که چنین آماری دارد، خود را الگوی جهانی امنیت زن بداند؟ #زن_ایرانی #مهنا","زن_ایرانی,مهنا",,2018-05-01,2018,5,1,0,1,Tuesday,Spring,2018-05,Iran,19.0,,,,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
iranintlsport,"Jan 31, 2023",محمد تقوی در برنامه هت‌تریک درباره تفاوت پیگیری آزار جنسی در ایران و انگلستان گفت: در انگلستان فراخوان زدند تا همه پیگیری کنند، اما آقای تاج بجای اینکه از همه کمک بخواهد، سرپوش می‌گذارد. حدود ساعت ۱۷ در رستوران,,,2023-01-31,2023,1,31,0,1,Tuesday,Winter,2023-01,Iran,17.0,,,,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.7,Neutral/Unclassified,0.0,0.0
hope143,"May 06, 2022",قربانی آزار جنسی فیزیکی در خیابان گرگان تعریف می‌کنه: شب بودم که ناگهان مرد... ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,,2022-05-06,2022,5,6,0,4,Friday,Spring,2022-05,Iran,,Night,['Gorgan'],['Street'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
maryam.human,"Aug 21, 2022",دیروز صبح در شرکت شیراز مورد آزار جنسی کلامی قرار گرفتم. یک همکار بدون هیچ ترس روزها هم آزار جنسی خیلی زیاده. تا کی باید تحمل کنیم؟ https://t.co/33decdf,آزار_محل_کار,"life313,mhd738",2022-08-21,2022,8,21,0,6,Sunday,Summer,2022-08,Iran,,Morning,['Shiraz'],['Workplace'],Organizational,['Institutional Harassment'],['Fear'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
iran1321,"Jan 21, 2016",بیدار بشیم! شب در زندان بابل زن شاغلی ربودن با هدف جنسی شده. ساعات شب خطر آزار جنسی بالاتره. محیط کاری ایمن نیست. https://t.co/2e9c4f6,,maryam8053,2016-01-21,2016,1,21,0,3,Thursday,Winter,2016-01,Iran,,Night,['Babol'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
FSeifikaran,"Mar 14, 2025",اعتراض ظهر امروز دانشجویان دانشگاه آزاد تهران. دانشجویان شعار دادند: «زن، زندگی، آزادی مرگ بر ستمگر، چه شاه باشه چه رهبر» سه‌شنبه، ۹ دی ۱۴۰۴,,,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran,,Afternoon,['Tehran'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,['Social Media Campaign'],Unknown,0.0,,0.3,0.3
hasan429,"Mar 17, 2019",واقعاً متاسفم. شب‌غروب در رستوران بندرانزلی خیره شدن جنسی اتفاق افتاد و قربانی دختر جوان بود. شب‌ها امنیت برای زنان خیلی کمتره. فضای عمومی باید برای همه امن باشه.,,,2019-03-17,2019,3,17,0,6,Sunday,Spring,2019-03,Iran,,Night,,['Prison'],Organizational,['Unclassified'],"['Sadness', 'Empathy']",False,First-person (Victim),,Female,0.7,,0.05,0.05
life.tehran,"Oct 24, 2025",حکم محکومیت همسایه به جرم نگاه خیره جنسی دختر جوان صادر شد. حادثه ساعت ۱۲ ظهر در آسانسور شهر قزوین رخ داده. مکان‌های نیمه‌عمومی هم ناامن هستند.,حقوق_زنان,,2025-10-24,2025,10,24,0,4,Friday,Fall,2025-10,Iran,12.0,Afternoon,['Qazvin'],,Unknown,['Unclassified'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
obs7472,"Dec 24, 2023",آمار آزار جنسی فیزیکی در شیراز نگران‌کننده است. آخرین مورد عصر حدود ساعت ۱۷ دانشگاه شیراز رخ داده. با شروع تاریکی امنیت کمتر میشه.,آزار_جنسی,"report121,hamid8382",2023-12-24,2023,12,24,0,6,Sunday,Winter,2023-12,Iran,17.0,Evening,['Shiraz'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
persian736,"May 10, 2020",قربانی آزار جنسی کلامی در سوپرمارکت شهر رشت تعریف می‌کنه: عصر بودم که ناگهان مشتری مرد... غروب وقت گذار بین امنیت روز و ناامنی شب. فضای عمومی باید برای همه امن باشه.,,,2020-05-10,2020,5,10,0,6,Sunday,Spring,2020-05,Iran,,Evening,['Rasht'],,Unknown,['Unclassified'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
iran275,"Aug 14, 2018",باز هم خبر متلک جنسی! این بار صبح حدود ساعت ۸ در در خانه تهران. قربانی کودک بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی فضای خانگی ناامن باشه؟,خشونت_خانگی,,2018-08-14,2018,8,14,0,1,Tuesday,Summer,2018-08,Iran,8.0,Morning,['Tehran'],['Home'],Private,"['Verbal Harassment', 'Domestic/Family Harassment']",['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
life836,"Dec 13, 2017",کسی دیگه هم ساعت ۱۷ عصر رستوران تبریز دنبال کردن رو تجربه کرده؟ دخترها غروب وقت گذار بین امنیت روز و ناامنی شب. فضای عمومی باید جدی‌تر گرفته بشه.,,,2017-12-13,2017,12,13,0,2,Wednesday,Winter,2017-12,Iran,17.0,Evening,['Tabriz'],,Unknown,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
voice903,"Oct 11, 2026",واقعاً خسته شدم. ساعت ۱۲ ظهر در اداره پلیس مشهد دوبار نزدیک شدن ناخواسته شدم. در ساعات روز هم این اتفاق‌ها میفته. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه. https://t.co/3c22e13,آزار_جنسی,,2026-10-11,2026,10,11,0,6,Sunday,Fall,2026-10,Iran,12.0,Afternoon,['Mashhad'],['Workplace'],Organizational,"['Physical Harassment', 'Institutional Harassment']",['Neutral'],False,First-person (Victim),['Security/CCTV'],Unknown,0.0,,0.0,0.0
Iranian_Zionist,"Jun 14, 2022",@izadgashb1 سید ها بچه های تجاوز اعراب به زنان و‌ دختران ایران هستند. به خودتان افتخار کنید. ریدم به اسلام,,izadgashb1,2022-06-14,2022,6,14,0,1,Tuesday,Summer,2022-06,Iran,,,,,Unknown,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
free9213,"Jan 06, 2025",ادعانامه علیه دانشجوی مرد که پیش از ظهر خوابگاه دانشجویی ارومیه مرتکب متلک جنسی شده صادر شد. قربانی زن بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,آزار_بس,,2025-01-06,2025,1,6,0,0,Monday,Winter,2025-01,Iran,,Afternoon,['Urmia'],,Unknown,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,['Law Reform'],Female,0.7,,0.0,0.0
mhd263,"Oct 28, 2025",جنبش علیه آزار در برابر جنسی: صبح در ایستگاه اتوبوس مشهد تجمعی برگزار شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید پایان داده بشه به این آزارها. https://t.co/515848c,آزار_جنسی,,2025-10-28,2025,10,28,0,1,Tuesday,Fall,2025-10,Iran,,Morning,['Mashhad'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.5,Neutral/Unclassified,0.0,0.0
shirin_watch,"Oct 19, 2026",قربانی سوت زدن و متلک در پارک شهر اهواز تعریف می‌کنه: بعدازظهر حدود ساعت ۱۵ بودم که ناگهان مرد... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند.,آزار_بس,,2026-10-19,2026,10,19,0,0,Monday,Fall,2026-10,Iran,15.0,Afternoon,['Ahvaz'],['Park'],Public,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
iran9212,"Mar 19, 2026",ساعت ۱۹ شب‌غروب در مترو بابل دنبال کردن رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. شب‌ها امنیت برای زنان خیلی کمتره.,مترو_ناامن,,2026-03-19,2026,3,19,0,3,Thursday,Spring,2026-03,Iran,19.0,Night,"['Qom', 'Babol']",['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
Mahsa_S0ltani,"Dec 28, 2021",توییت این پلشت را به علت محتوای آزار جنسی کودکان ریپورت کنید حدود ساعت ۱۹ در بندرعباس. 🤬,,,2021-12-28,2021,12,28,0,1,Tuesday,Winter,2021-12,Iran,19.0,,['Bandar Abbas'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
amir691,"Jul 05, 2022",دادگاه: مسافر مرد مرتکب متلک جنسی زن مسافر درب مترو زاهدان شده. حادثه ساعت ۱۵ بعدازظهر بوده. فضای عمومی باید برای همه امن باشه.,,,2022-07-05,2022,7,5,0,1,Tuesday,Summer,2022-07,Iran,15.0,Afternoon,['Zahedan'],['Metro/Bus'],Transport,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
tehran3928,"Mar 17, 2021",واقعاً خسته شدم. ساعات پایانی شب زندان تهران دوبار نزدیک شدن ناخواسته شدم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,,2021-03-17,2021,3,17,0,2,Wednesday,Spring,2021-03,Iran,,Night,['Tehran'],['Prison'],Organizational,['Physical Harassment'],['Neutral'],False,First-person (Victim),['Law Reform'],Female,0.5,,0.0,0.0
alirezaefatian,"May 12, 2023",به شکل کامل صورت نگرفته. آیا جامعه ایران به صورت متوسط خشن‌تر از جامعه امریکاست؟ مورد Gisèle Pelicot در فرانسه که توسط شوهرش بیهوش میشد و ۵۳ نفر به او تجاوز کردند رو به خاطر دارید. در کشوری که خدمات درمان روانی رایگانه بیماران جنسی هستند که چنین جنایاتی میکنند پیش از ظهر در شیراز. در جامعه ایران,,,2023-05-12,2023,5,12,0,4,Friday,Spring,2023-05,Mixed,,Afternoon,['Shiraz'],,Unknown,"['Sexual Assault/Rape', 'Domestic/Family Harassment']",['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
